,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Amount
311941,564334,15056N,EDWARDIAN PARASOL NATURAL,24,24-08-2011 14:19,5.95,15812.0,United Kingdom,2011-08-24,142.8
311945,564335,16014,SMALL CHINESE STYLE SCISSOR,4,24-08-2011 14:23,0.42,15800.0,United Kingdom,2011-08-24,1.68
312050,564336,22320,BIRDS MOBILE VINTAGE DESIGN,1,24-08-2011 14:28,5.95,12748.0,United Kingdom,2011-08-24,5.95
312089,564339,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,24-08-2011 14:46,0.95,15939.0,United Kingdom,2011-08-24,22.799999999999997
312093,564342,21882,SKULLS TAPE,1,24-08-2011 14:53,0.65,16340.0,United Kingdom,2011-08-24,0.65
312247,564346,22095,LADS ONLY TISSUE BOX,10,24-08-2011 14:54,0.39,15727.0,United Kingdom,2011-08-24,3.9000000000000004
312321,564350,82482,WOODEN PICTURE FRAME WHITE FINISH,12,24-08-2011 14:57,2.55,14401.0,United Kingdom,2011-08-24,30.599999999999998
312337,564351,22150,3 STRIPEY MICE FELTCRAFT,40,24-08-2011 14:59,1.65,13881.0,United Kingdom,2011-08-24,66.0
312349,564352,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,24-08-2011 15:04,3.75,14262.0,United Kingdom,2011-08-24,15.0
312369,564353,22191,IVORY DINER WALL CLOCK,2,24-08-2011 15:08,8.5,15764.0,United Kingdom,2011-08-24,17.0
312454,564354,23198,PANTRY MAGNETIC  SHOPPING LIST,12,24-08-2011 15:09,1.45,15764.0,United Kingdom,2011-08-24,17.4
312455,564355,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,24-08-2011 15:12,1.65,13507.0,United Kingdom,2011-08-24,19.799999999999997
312481,564356,23000,TRAVEL CARD WALLET TRANSPORT,3,24-08-2011 15:47,0.42,13969.0,United Kingdom,2011-08-24,1.26
312573,564357,22794,SWEETHEART WIRE MAGAZINE RACK,4,24-08-2011 15:51,7.95,14973.0,United Kingdom,2011-08-24,31.8
312580,564358,21473,SWEETHEART CREAM STEEL TABLE RECT,1,24-08-2011 16:00,19.95,17869.0,United Kingdom,2011-08-24,19.95
312591,564359,22845,VINTAGE CREAM CAT FOOD CONTAINER,3,24-08-2011 16:02,6.35,14056.0,United Kingdom,2011-08-24,19.049999999999997
312659,564361,22354,RETROSPOT PADDED SEAT CUSHION,6,24-08-2011 16:16,3.75,17869.0,United Kingdom,2011-08-24,22.5
312664,564363,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,24-08-2011 16:23,3.75,15434.0,United Kingdom,2011-08-24,15.0
312682,564364,23310,BUBBLEGUM RING ASSORTED,36,24-08-2011 16:24,0.42,15434.0,United Kingdom,2011-08-24,15.12
312694,564366,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,25-08-2011 08:58,15.95,13236.0,United Kingdom,2011-08-25,31.9
312728,564369,22423,REGENCY CAKESTAND 3 TIER,16,25-08-2011 09:39,10.95,15189.0,United Kingdom,2011-08-25,175.2
312731,564370,22766,PHOTO FRAME CORNICE,8,25-08-2011 09:53,2.95,17134.0,United Kingdom,2011-08-25,23.6
312735,564371,85099B,JUMBO BAG RED RETROSPOT,10,25-08-2011 09:53,2.08,17705.0,United Kingdom,2011-08-25,20.8
312822,564373,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,25-08-2011 09:56,11.95,15290.0,United Kingdom,2011-08-25,47.8
312831,564374,21756,BATH BUILDING BLOCK WORD,3,25-08-2011 10:00,5.95,16589.0,United Kingdom,2011-08-25,17.85
312837,564375,21463,MIRRORED DISCO BALL ,4,25-08-2011 10:16,5.95,13078.0,United Kingdom,2011-08-25,23.8
312858,564376,21390,FILIGRIS HEART WITH BUTTERFLY,24,25-08-2011 10:25,1.25,14196.0,United Kingdom,2011-08-25,30.0
312864,564377,22969,HOMEMADE JAM SCENTED CANDLES,12,25-08-2011 10:26,1.45,15263.0,United Kingdom,2011-08-25,17.4
312911,564379,21874,GIN AND TONIC MUG,12,25-08-2011 10:32,1.25,16779.0,United Kingdom,2011-08-25,15.0
312933,564380,16218,CARTOON  PENCIL SHARPENERS,80,25-08-2011 10:39,0.06,14314.0,United Kingdom,2011-08-25,4.8
312941,564381,84978,HANGING HEART JAR T-LIGHT HOLDER,72,25-08-2011 10:43,1.06,13000.0,United Kingdom,2011-08-25,76.32000000000001
312942,564382,22112,CHOCOLATE HOT WATER BOTTLE,72,25-08-2011 10:45,4.25,15129.0,United Kingdom,2011-08-25,306.0
312943,564383,23245,SET OF 3 REGENCY CAKE TINS,16,25-08-2011 10:49,4.15,15251.0,United Kingdom,2011-08-25,66.4
312946,564398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,25-08-2011 10:55,2.95,18241.0,United Kingdom,2011-08-25,17.700000000000003
312950,564419,15039,SANDALWOOD FAN,20,25-08-2011 11:09,0.85,16093.0,United Kingdom,2011-08-25,17.0
312965,564429,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,24,25-08-2011 11:31,0.85,16638.0,United Kingdom,2011-08-25,20.4
312973,564430,23202,JUMBO BAG VINTAGE LEAF,20,25-08-2011 11:36,2.08,15955.0,United Kingdom,2011-08-25,41.6
312984,564431,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,25-08-2011 11:36,3.95,15955.0,United Kingdom,2011-08-25,15.8
312985,564432,22508,DOORSTOP RETROSPOT HEART,4,25-08-2011 11:40,3.75,13517.0,United Kingdom,2011-08-25,15.0
313017,564433,20750,RED RETROSPOT MINI CASES,2,25-08-2011 11:46,7.95,16503.0,United Kingdom,2011-08-25,15.9
313034,564434,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,25-08-2011 11:59,0.85,14687.0,United Kingdom,2011-08-25,10.2
313050,564436,21982,PACK OF 12 SUKI TISSUES ,12,25-08-2011 12:06,0.29,17841.0,United Kingdom,2011-08-25,3.4799999999999995
313107,564437,21558,SKULL LUNCH BOX WITH CUTLERY ,6,25-08-2011 12:10,2.55,13320.0,United Kingdom,2011-08-25,15.299999999999999
313141,564438,21931,JUMBO STORAGE BAG SUKI,20,25-08-2011 12:11,2.08,16628.0,United Kingdom,2011-08-25,41.6
313164,564439,21215,IVORY PAPER CUP CAKE CASES ,24,25-08-2011 12:12,0.55,12841.0,United Kingdom,2011-08-25,13.200000000000001
313175,564440,20749,ASSORTED COLOUR MINI CASES,2,25-08-2011 12:13,7.95,13928.0,United Kingdom,2011-08-25,15.9
313194,564473,20728,LUNCH BAG CARS BLUE,20,25-08-2011 12:33,1.65,16722.0,United Kingdom,2011-08-25,33.0
313206,564474,22842,BISCUIT TIN VINTAGE RED,2,25-08-2011 12:46,6.75,14180.0,United Kingdom,2011-08-25,13.5
313234,564477,22946,WOODEN ADVENT CALENDAR CREAM,12,25-08-2011 12:59,12.75,13854.0,United Kingdom,2011-08-25,153.0
313262,564480,82482,WOODEN PICTURE FRAME WHITE FINISH,12,25-08-2011 13:24,2.55,17656.0,United Kingdom,2011-08-25,30.599999999999998
313282,564482,71459,HANGING JAM JAR T-LIGHT HOLDER,12,25-08-2011 13:40,0.85,13149.0,United Kingdom,2011-08-25,10.2
313298,564483,84375,SET OF 20 KIDS COOKIE CUTTERS,12,25-08-2011 13:46,2.1,14050.0,United Kingdom,2011-08-25,25.200000000000003
313335,564484,22709,WRAP WEDDING DAY,25,25-08-2011 13:46,0.42,13634.0,United Kingdom,2011-08-25,10.5
313355,564485,21770,OPEN CLOSED METAL SIGN,1,25-08-2011 13:54,4.95,16429.0,United Kingdom,2011-08-25,4.95
313379,564489,21955,DOORMAT UNION JACK GUNS AND ROSES,1,25-08-2011 14:13,7.95,15950.0,United Kingdom,2011-08-25,7.95
313428,564495,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,25-08-2011 14:21,3.75,17719.0,United Kingdom,2011-08-25,15.0
313441,564496,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,25-08-2011 14:21,3.75,13050.0,United Kingdom,2011-08-25,15.0
313462,564503,23313,VINTAGE CHRISTMAS BUNTING,5,25-08-2011 14:23,4.95,13971.0,United Kingdom,2011-08-25,24.75
313481,564507,22741,FUNKY DIVA PEN,48,25-08-2011 14:34,0.85,15513.0,United Kingdom,2011-08-25,40.8
313493,564510,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,25-08-2011 14:42,1.45,14194.0,United Kingdom,2011-08-25,17.4
313607,564526,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,25-08-2011 14:50,0.65,15805.0,United Kingdom,2011-08-25,15.600000000000001
313641,564529,22784,LANTERN CREAM GAZEBO ,36,25-08-2011 14:51,4.25,14111.0,United Kingdom,2011-08-25,153.0
313691,564532,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,25-08-2011 15:04,11.95,14055.0,United Kingdom,2011-08-25,23.9
313702,564534,62018,SOMBRERO ,2,25-08-2011 15:09,1.95,12748.0,United Kingdom,2011-08-25,3.9
313722,564535,23321,SMALL WHITE HEART OF WICKER,24,25-08-2011 15:10,1.65,18075.0,United Kingdom,2011-08-25,39.599999999999994
313746,564536,22191,IVORY DINER WALL CLOCK,1,25-08-2011 15:12,8.5,13159.0,United Kingdom,2011-08-25,8.5
313789,564537,20728,LUNCH BAG CARS BLUE,4,25-08-2011 15:18,1.65,15550.0,United Kingdom,2011-08-25,6.6
313809,564538,84879,ASSORTED COLOUR BIRD ORNAMENT,160,25-08-2011 15:21,1.45,13408.0,United Kingdom,2011-08-25,232.0
313837,564540,21351,CINAMMON & ORANGE WREATH,1,25-08-2011 15:34,6.75,12748.0,United Kingdom,2011-08-25,6.75
313846,564541,22715,CARD WEDDING DAY,12,25-08-2011 15:35,0.42,16309.0,United Kingdom,2011-08-25,5.04
313867,564542,21931,JUMBO STORAGE BAG SUKI,10,25-08-2011 15:47,2.08,16458.0,United Kingdom,2011-08-25,20.8
313877,564543,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,25-08-2011 15:49,1.25,16818.0,United Kingdom,2011-08-25,15.0
313883,564544,22098,BOUDOIR SQUARE TISSUE BOX,36,25-08-2011 15:50,0.39,15663.0,United Kingdom,2011-08-25,14.040000000000001
313894,564551,22904,CALENDAR PAPER CUT DESIGN,24,25-08-2011 17:21,2.95,17730.0,United Kingdom,2011-08-25,70.80000000000001
313902,564552,21154,RED RETROSPOT OVEN GLOVE ,10,25-08-2011 17:22,1.25,16670.0,United Kingdom,2011-08-25,12.5
313946,564553,22427,ENAMEL FLOWER JUG CREAM,1,25-08-2011 18:45,5.95,18200.0,United Kingdom,2011-08-25,5.95
313978,564554,22713,CARD I LOVE LONDON ,12,25-08-2011 19:39,0.42,17189.0,United Kingdom,2011-08-25,5.04
314001,564555,20717,STRAWBERRY SHOPPER BAG,1,25-08-2011 19:45,1.25,12748.0,United Kingdom,2011-08-25,1.25
314011,564556,22908,PACK OF 20 NAPKINS RED APPLES,1,25-08-2011 19:48,0.85,12748.0,United Kingdom,2011-08-25,0.85
314027,564557,21671,RED SPOT CERAMIC DRAWER KNOB,6,25-08-2011 19:55,1.25,17576.0,United Kingdom,2011-08-25,7.5
314056,564559,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,26-08-2011 09:37,3.75,15811.0,United Kingdom,2011-08-26,15.0
314087,564560,22460,EMBOSSED GLASS TEALIGHT HOLDER,24,26-08-2011 09:55,1.25,16184.0,United Kingdom,2011-08-26,30.0
314090,564561,23354,6 GIFT TAGS 50'S CHRISTMAS ,36,26-08-2011 09:55,0.83,13340.0,United Kingdom,2011-08-26,29.88
314097,564562,23263,SET OF 3 WOODEN HEART DECORATIONS,12,26-08-2011 09:58,1.25,15203.0,United Kingdom,2011-08-26,15.0
314120,564563,84946,ANTIQUE SILVER T-LIGHT GLASS,144,26-08-2011 10:32,1.06,13630.0,United Kingdom,2011-08-26,152.64000000000001
314124,564564,21232,STRAWBERRY CERAMIC TRINKET BOX,48,26-08-2011 10:50,1.25,13003.0,United Kingdom,2011-08-26,60.0
314167,564572,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,26-08-2011 11:18,4.15,15078.0,United Kingdom,2011-08-26,24.900000000000002
314191,564573,84849D,HOT BATHS SOAP HOLDER,2,26-08-2011 11:19,1.69,14606.0,United Kingdom,2011-08-26,3.38
314224,564574,22966,GINGERBREAD MAN COOKIE CUTTER,12,26-08-2011 11:19,1.25,15078.0,United Kingdom,2011-08-26,15.0
314225,564583,22197,POPCORN HOLDER,600,26-08-2011 11:24,0.72,17949.0,United Kingdom,2011-08-26,432.0
314227,564614,23313,VINTAGE CHRISTMAS BUNTING,10,26-08-2011 11:35,4.95,13994.0,United Kingdom,2011-08-26,49.5
314231,564626,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,26-08-2011 11:40,2.95,18167.0,United Kingdom,2011-08-26,35.400000000000006
314244,564627,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,26-08-2011 11:47,2.95,15132.0,United Kingdom,2011-08-26,17.700000000000003
314268,564629,22427,ENAMEL FLOWER JUG CREAM,96,26-08-2011 11:48,5.45,14866.0,United Kingdom,2011-08-26,523.2
314270,564630,84924A,WAKE UP COCKEREL CALENDAR SIGN ,4,26-08-2011 11:53,3.75,13644.0,United Kingdom,2011-08-26,15.0
314318,564631,23312,VINTAGE CHRISTMAS GIFT SACK,4,26-08-2011 11:54,4.15,17451.0,United Kingdom,2011-08-26,16.6
314341,564632,72801C,4 ROSE PINK DINNER CANDLES,12,26-08-2011 11:58,1.25,16556.0,United Kingdom,2011-08-26,15.0
314370,564634,82567,"AIRLINE LOUNGE,METAL SIGN",6,26-08-2011 12:36,2.1,14210.0,United Kingdom,2011-08-26,12.600000000000001
314386,564635,20724,RED RETROSPOT CHARLOTTE BAG,10,26-08-2011 12:41,0.85,15615.0,United Kingdom,2011-08-26,8.5
314415,564636,22826,LOVE SEAT ANTIQUE WHITE METAL,2,26-08-2011 12:44,85.0,17146.0,United Kingdom,2011-08-26,170.0
314417,564637,22457,NATURAL SLATE HEART CHALKBOARD ,6,26-08-2011 12:49,2.95,16641.0,United Kingdom,2011-08-26,17.700000000000003
314449,564639,20974,12 PENCILS SMALL TUBE SKULL,3,26-08-2011 12:55,0.65,18036.0,United Kingdom,2011-08-26,1.9500000000000002
314469,564640,23301,GARDENERS KNEELING PAD KEEP CALM ,12,26-08-2011 13:00,1.65,14837.0,United Kingdom,2011-08-26,19.799999999999997
314494,564641,23145,ZINC T-LIGHT HOLDER STAR LARGE,96,26-08-2011 13:16,0.79,13489.0,United Kingdom,2011-08-26,75.84
314497,564642,22608,PENS ASSORTED FUNKY JEWELED ,36,26-08-2011 13:22,0.19,13527.0,United Kingdom,2011-08-26,6.84
314529,564643,22456,NATURAL SLATE CHALKBOARD LARGE ,1,26-08-2011 13:25,4.95,15356.0,United Kingdom,2011-08-26,4.95
314632,564647,22659,LUNCH BOX I LOVE LONDON,5,26-08-2011 13:56,1.95,17920.0,United Kingdom,2011-08-26,9.75
314666,564648,20996,JAZZ HEARTS ADDRESS BOOK,24,26-08-2011 14:04,0.19,15641.0,United Kingdom,2011-08-26,4.5600000000000005
314703,564649,POST,POSTAGE,1,26-08-2011 14:13,15.0,15611.0,United Kingdom,2011-08-26,15.0
314750,564653,22431,WATERING CAN BLUE ELEPHANT,6,26-08-2011 14:23,1.95,14776.0,United Kingdom,2011-08-26,11.7
314789,564656,23263,SET OF 3 WOODEN HEART DECORATIONS,24,26-08-2011 14:40,1.25,14141.0,United Kingdom,2011-08-26,30.0
314805,564657,23547,WRAP FLOWER SHOP  ,25,26-08-2011 14:44,0.42,14135.0,United Kingdom,2011-08-26,10.5
314822,564660,23320,GIANT 50'S CHRISTMAS CRACKER,12,26-08-2011 14:45,2.89,15074.0,United Kingdom,2011-08-26,34.68
314864,564661,22149,FELTCRAFT 6 FLOWER FRIENDS,18,26-08-2011 14:45,2.1,12948.0,United Kingdom,2011-08-26,37.800000000000004
314907,564668,23188,VINTAGE  2 METER FOLDING RULER,12,26-08-2011 15:25,1.65,17183.0,United Kingdom,2011-08-26,19.799999999999997
314916,564669,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,26-08-2011 15:38,1.06,16872.0,United Kingdom,2011-08-26,76.32000000000001
314965,564709,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,96,28-08-2011 10:15,2.55,15569.0,United Kingdom,2011-08-28,244.79999999999998
314966,564710,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,28-08-2011 10:21,1.25,15625.0,United Kingdom,2011-08-28,15.0
314979,564712,23356,LOVE HOT WATER BOTTLE,12,28-08-2011 10:40,5.95,15611.0,United Kingdom,2011-08-28,71.4
314988,564713,21754,HOME BUILDING BLOCK WORD,2,28-08-2011 10:43,5.95,16768.0,United Kingdom,2011-08-28,11.9
315008,564714,22699,ROSES REGENCY TEACUP AND SAUCER ,12,28-08-2011 10:54,2.95,15290.0,United Kingdom,2011-08-28,35.400000000000006
315009,564715,22716,CARD CIRCUS PARADE,12,28-08-2011 11:01,0.42,14472.0,United Kingdom,2011-08-28,5.04
315038,564716,85099F,JUMBO BAG STRAWBERRY,6,28-08-2011 11:02,2.08,14810.0,United Kingdom,2011-08-28,12.48
315075,564717,23084,RABBIT NIGHT LIGHT,48,28-08-2011 11:19,1.79,15669.0,United Kingdom,2011-08-28,85.92
315080,564718,23131,MISTLETOE HEART WREATH CREAM,6,28-08-2011 11:25,4.15,13301.0,United Kingdom,2011-08-28,24.900000000000002
315096,564719,21871,SAVE THE PLANET MUG,1,28-08-2011 11:55,1.25,15325.0,United Kingdom,2011-08-28,1.25
315145,564720,23245,SET OF 3 REGENCY CAKE TINS,4,28-08-2011 12:00,4.95,15095.0,United Kingdom,2011-08-28,19.8
315146,564721,22904,CALENDAR PAPER CUT DESIGN,6,28-08-2011 12:01,2.95,15095.0,United Kingdom,2011-08-28,17.700000000000003
315155,564722,22804,CANDLEHOLDER PINK HANGING HEART,2,28-08-2011 12:06,2.95,16456.0,United Kingdom,2011-08-28,5.9
315169,564723,23084,RABBIT NIGHT LIGHT,6,28-08-2011 12:11,2.08,16168.0,United Kingdom,2011-08-28,12.48
315173,564724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,28-08-2011 12:16,2.95,15555.0,United Kingdom,2011-08-28,5.9
315241,564725,20749,ASSORTED COLOUR MINI CASES,1,28-08-2011 12:28,7.95,18041.0,United Kingdom,2011-08-28,7.95
315318,564726,23306,SET OF 36 DOILIES PANTRY DESIGN,1,28-08-2011 12:29,1.45,18077.0,United Kingdom,2011-08-28,1.45
315347,564727,23015,CORDIAL GLASS JUG,2,28-08-2011 12:31,8.25,16686.0,United Kingdom,2011-08-28,16.5
315474,564728,23084,RABBIT NIGHT LIGHT,48,28-08-2011 12:43,1.79,13199.0,United Kingdom,2011-08-28,85.92
315475,564729,23323,WHITE WICKER STAR ,1,28-08-2011 12:44,2.1,13137.0,United Kingdom,2011-08-28,2.1
315550,564731,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,28-08-2011 12:57,0.85,16186.0,United Kingdom,2011-08-28,8.5
315569,564732,22078,RIBBON REEL LACE DESIGN ,1,28-08-2011 13:08,2.1,16466.0,United Kingdom,2011-08-28,2.1
315590,564733,46000M,POLYESTER FILLER PAD 45x45cm,1,28-08-2011 13:18,1.55,17841.0,United Kingdom,2011-08-28,1.55
315806,564735,21901,"KEY FOB , BACK DOOR ",6,28-08-2011 13:35,0.65,15856.0,United Kingdom,2011-08-28,3.9000000000000004
315856,564736,22673,FRENCH GARDEN SIGN BLUE METAL,12,28-08-2011 13:42,1.25,16353.0,United Kingdom,2011-08-28,15.0
315867,564737,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,28-08-2011 14:00,0.85,15312.0,United Kingdom,2011-08-28,10.2
315876,564738,23356,LOVE HOT WATER BOTTLE,3,28-08-2011 14:16,5.95,16816.0,United Kingdom,2011-08-28,17.85
315879,564739,84559A,3D SHEET OF DOG STICKERS,1,28-08-2011 14:28,0.85,16931.0,United Kingdom,2011-08-28,0.85
315908,564740,22767,TRIPLE PHOTO FRAME CORNICE ,1,28-08-2011 14:39,9.95,14044.0,United Kingdom,2011-08-28,9.95
315980,564741,22698,PINK REGENCY TEACUP AND SAUCER,6,28-08-2011 14:53,2.95,16107.0,United Kingdom,2011-08-28,17.700000000000003
315985,564742,23331,DECORATIVE WICKER HEART SMALL,1,28-08-2011 15:01,0.63,17346.0,United Kingdom,2011-08-28,0.63
316021,564743,21643,ASSORTED TUTTI FRUTTI MIRROR,3,28-08-2011 15:17,1.25,14606.0,United Kingdom,2011-08-28,3.75
316047,564744,84050,PINK HEART SHAPE EGG FRYING PAN,5,28-08-2011 15:25,1.65,13778.0,United Kingdom,2011-08-28,8.25
316056,564745,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,28-08-2011 15:27,8.5,16806.0,United Kingdom,2011-08-28,17.0
316102,564746,23084,RABBIT NIGHT LIGHT,24,28-08-2011 15:58,1.79,17633.0,United Kingdom,2011-08-28,42.96
316115,564747,22768,FAMILY PHOTO FRAME CORNICE,2,28-08-2011 16:09,9.95,14869.0,United Kingdom,2011-08-28,19.9
316191,564750,22729,ALARM CLOCK BAKELIKE ORANGE,4,30-08-2011 09:36,3.75,17690.0,United Kingdom,2011-08-30,15.0
316221,564752,22652,TRAVEL SEWING KIT,20,30-08-2011 10:07,1.65,16126.0,United Kingdom,2011-08-30,33.0
316252,564753,21931,JUMBO STORAGE BAG SUKI,10,30-08-2011 10:20,2.08,13709.0,United Kingdom,2011-08-30,20.8
317502,564764,16207B,PINK HEART RED HANDBAG,1,30-08-2011 10:49,2.46,14096.0,United Kingdom,2011-08-30,2.46
317512,564800,47504K,ENGLISH ROSE GARDEN SECATEURS,12,30-08-2011 11:32,0.79,14108.0,United Kingdom,2011-08-30,9.48
317528,564803,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,12,30-08-2011 11:32,4.15,13870.0,United Kingdom,2011-08-30,49.800000000000004
317544,564811,22385,JUMBO BAG SPACEBOY DESIGN,300,30-08-2011 11:37,1.79,15769.0,United Kingdom,2011-08-30,537.0
317550,564814,23084,RABBIT NIGHT LIGHT,120,30-08-2011 11:54,1.79,12931.0,United Kingdom,2011-08-30,214.8
317551,564815,23347,I LOVE LONDON BEAKER,2,30-08-2011 12:00,1.25,12748.0,United Kingdom,2011-08-30,2.5
317565,564816,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,30-08-2011 12:00,0.55,14901.0,United Kingdom,2011-08-30,13.200000000000001
318134,564821,20750,RED RETROSPOT MINI CASES,25,30-08-2011 12:16,6.35,14078.0,United Kingdom,2011-08-30,158.75
318510,564836,23084,RABBIT NIGHT LIGHT,96,30-08-2011 12:32,1.79,17402.0,United Kingdom,2011-08-30,171.84
318923,564839,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,30-08-2011 12:45,4.95,13524.0,United Kingdom,2011-08-30,39.6
319209,564842,22425,ENAMEL COLANDER CREAM,3,30-08-2011 13:47,4.95,16133.0,United Kingdom,2011-08-30,14.850000000000001
319220,564843,23008,DOLLY GIRL BABY GIFT SET,1,30-08-2011 14:09,16.95,15866.0,United Kingdom,2011-08-30,16.95
319267,564846,22653,BUTTON BOX ,4,30-08-2011 15:16,1.95,14507.0,United Kingdom,2011-08-30,7.8
319297,564848,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,30-08-2011 15:37,1.65,16928.0,United Kingdom,2011-08-30,9.899999999999999
319308,564849,23245,SET OF 3 REGENCY CAKE TINS,4,30-08-2011 15:42,4.95,17675.0,United Kingdom,2011-08-30,19.8
319346,564850,22689,DOORMAT MERRY CHRISTMAS RED ,1,30-08-2011 16:43,7.95,17298.0,United Kingdom,2011-08-30,7.95
319372,564851,23231,WRAP  VINTAGE DOILY ,25,30-08-2011 16:53,0.42,13183.0,United Kingdom,2011-08-30,10.5
319392,564852,48138,DOORMAT UNION FLAG,1,30-08-2011 17:23,7.95,14976.0,United Kingdom,2011-08-30,7.95
319415,564855,22161,HEART DECORATION RUSTIC HANGING ,24,31-08-2011 09:10,0.19,16746.0,United Kingdom,2011-08-31,4.5600000000000005
319680,564859,23084,RABBIT NIGHT LIGHT,216,31-08-2011 09:55,1.79,14057.0,United Kingdom,2011-08-31,386.64
319681,564860,22120,WELCOME  WOODEN BLOCK LETTERS,3,31-08-2011 10:06,9.95,17725.0,United Kingdom,2011-08-31,29.849999999999998
319700,564861,POST,POSTAGE,1,31-08-2011 10:21,15.0,17315.0,United Kingdom,2011-08-31,15.0
319702,564863,22413,METAL SIGN TAKE IT OR LEAVE IT ,24,31-08-2011 10:30,2.95,15491.0,United Kingdom,2011-08-31,70.80000000000001
319722,564866,22082,RIBBON REEL STRIPES DESIGN ,5,31-08-2011 10:40,1.65,14660.0,United Kingdom,2011-08-31,8.25
319736,564868,20719,WOODLAND CHARLOTTE BAG,10,31-08-2011 10:42,0.85,16842.0,United Kingdom,2011-08-31,8.5
319753,564871,21497,FANCY FONTS BIRTHDAY WRAP,1000,31-08-2011 10:46,0.34,17949.0,United Kingdom,2011-08-31,340.0
319754,564872,23312,VINTAGE CHRISTMAS GIFT SACK,8,31-08-2011 10:47,4.15,16083.0,United Kingdom,2011-08-31,33.2
319768,564895,22502,PICNIC BASKET WICKER SMALL,1,31-08-2011 10:55,5.95,15596.0,United Kingdom,2011-08-31,5.95
319770,564896,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,31-08-2011 11:06,1.25,13726.0,United Kingdom,2011-08-31,15.0
319803,564898,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,31-08-2011 11:25,0.72,14513.0,United Kingdom,2011-08-31,138.24
319809,564901,22246,MAGIC GARDEN FELT GARLAND ,24,31-08-2011 11:40,1.95,15690.0,United Kingdom,2011-08-31,46.8
319817,564902,22178,VICTORIAN GLASS HANGING T-LIGHT,192,31-08-2011 11:50,1.06,18198.0,United Kingdom,2011-08-31,203.52
319833,564904,23096,PETIT TRAY CHIC,5,31-08-2011 12:11,1.65,15984.0,United Kingdom,2011-08-31,8.25
319867,564910,23444,Next Day Carriage,1,31-08-2011 12:31,15.0,13993.0,United Kingdom,2011-08-31,15.0
319923,564943,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,6,31-08-2011 13:23,2.95,17706.0,United Kingdom,2011-08-31,17.700000000000003
319946,564950,22768,FAMILY PHOTO FRAME CORNICE,2,31-08-2011 13:31,9.95,17320.0,United Kingdom,2011-08-31,19.9
319975,564953,72232,FENG SHUI PILLAR CANDLE,48,31-08-2011 13:37,0.19,17588.0,United Kingdom,2011-08-31,9.120000000000001
320001,564957,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,6,31-08-2011 13:55,1.65,15260.0,United Kingdom,2011-08-31,9.899999999999999
320011,564958,23347,I LOVE LONDON BEAKER,12,31-08-2011 13:56,1.25,13089.0,United Kingdom,2011-08-31,15.0
320040,564959,23084,RABBIT NIGHT LIGHT,12,31-08-2011 14:22,2.08,17299.0,United Kingdom,2011-08-31,24.96
320049,564961,22155,STAR DECORATION RUSTIC,48,31-08-2011 14:28,0.42,14525.0,United Kingdom,2011-08-31,20.16
320059,564962,22158,3 HEARTS HANGING DECORATION RUSTIC,4,31-08-2011 14:35,2.95,17777.0,United Kingdom,2011-08-31,11.8
320126,564963,22570,FELTCRAFT CUSHION RABBIT,4,31-08-2011 14:52,3.75,15582.0,United Kingdom,2011-08-31,15.0
320145,564965,23084,RABBIT NIGHT LIGHT,48,31-08-2011 15:07,1.79,17677.0,United Kingdom,2011-08-31,85.92
